pre,rhu_avg,ssh,tem_avg,tem_max,tem_min,vap_avg,win_s_max,win_s_2mi_avg,wind,radiation,gst_avg_5cm,gst_avg_10cm,gst_avg_20cm,gst_avg_40cm,dpt_avg,rhu_min,rhu_max,wind_describe,wins_scale,nrd,datetime
0.0,53.59,11.69,25.07,34.72,16.63,16.97,4.97,2.36,66.78,23.11,28.32,26.77,23.74,20.94,14.98,23.88,84.28,东北风,2.0,17.79,2023-05-14
0.0,49.71,11.42,26.79,35.86,18.29,16.83,3.96,1.68,242.89,28.78,27.64,26.27,24.06,21.71,15.39,18.26,78.64,西南风,2.0,22.16,2023-05-15
0.0,64.42,8.17,26.58,33.0,19.36,22.01,3.3,1.48,50.5,17.79,28.29,27.07,25.02,22.56,19.3,36.25,87.84,东北风,1.0,13.7,2023-05-16
0.14,69.67,8.4,25.85,32.41,19.7,22.68,4.42,1.9,145.83,21.12,28.16,27.08,25.31,23.07,19.88,37.68,81.31,东南风,2.0,16.26,2023-05-17
0.0,63.57,9.45,24.82,29.12,21.31,20.77,4.8,2.61,303.91,25.46,29.74,28.33,26.04,23.37,17.43,44.1,91.24,西北风,2.0,19.6,2023-05-18
0.0,74.46,7.89,25.23,31.69,19.47,23.46,4.15,1.62,85.32,23.58,28.58,27.43,25.71,23.63,20.36,41.52,82.73,东风,2.0,18.16,2023-05-19
0.0,70.21,7.16,25.44,30.81,20.9,22.93,8.06,3.12,37.89,22.09,28.37,27.65,26.24,24.14,19.6,42.53,79.71,东北风,2.0,17.01,2023-05-20
25.73,88.74,0.0,15.29,22.09,13.96,15.35,6.07,2.98,101.85,23.3,19.72,21.44,23.36,23.52,13.44,35.61,97.93,东风,2.0,17.94,2023-05-21
1.59,67.65,11.56,18.23,25.53,12.68,13.51,5.76,3.07,280.7,16.84,20.79,20.56,20.75,21.44,12.14,28.05,89.52,西风,2.0,12.97,2023-05-22
0.0,64.34,5.08,19.55,25.0,12.6,14.13,2.53,1.41,149.04,24.99,21.28,21.26,21.33,21.49,12.63,30.3,68.33,东南风,1.0,19.24,2023-05-23
0.0,57.0,11.17,21.71,26.45,14.52,14.41,3.86,1.92,234.29,19.22,23.68,23.03,22.1,21.59,12.81,33.53,85.15,西南风,2.0,14.8,2023-05-24
1.13,89.18,0.0,18.7,22.65,17.07,19.29,5.25,2.33,106.64,19.49,20.62,21.18,21.79,21.65,16.88,53.17,91.39,东风,2.0,15.01,2023-05-25
1.18,89.36,0.0,20.46,23.53,17.95,21.36,4.02,2.38,236.1,24.69,21.16,20.96,20.84,20.99,18.65,53.72,98.85,西南风,2.0,19.01,2023-05-26
9.65,98.57,0.0,19.07,19.98,18.21,21.77,4.73,2.67,99.05,25.97,20.18,20.4,20.65,20.81,18.84,86.85,98.57,东风,2.0,20.0,2023-05-27
12.62,93.74,0.0,19.49,22.64,17.3,21.22,2.15,1.05,128.14,26.88,20.8,20.4,20.14,20.4,18.45,77.78,97.51,东南风,1.0,20.7,2023-05-28
14.12,92.3,0.0,20.43,23.79,18.54,21.9,3.93,1.38,357.63,27.36,21.36,21.2,20.89,20.7,19.13,65.11,97.37,北风,1.0,21.07,2023-05-29
5.78,84.06,1.99,22.29,28.33,18.28,22.15,4.67,1.92,138.16,29.33,23.31,22.58,21.42,20.91,19.46,61.46,97.13,东南风,2.0,22.58,2023-05-30
0.0,72.96,3.05,23.62,28.81,19.97,20.78,5.2,2.3,88.79,27.08,24.08,23.45,22.43,21.68,18.48,57.14,93.41,东风,2.0,20.85,2023-05-31
0.0,55.24,9.12,25.71,32.83,18.25,17.16,6.03,2.55,356.05,25.92,25.33,24.2,22.87,22.32,16.04,30.41,83.54,北风,2.0,19.96,2023-06-01
0.0,31.62,10.04,9.73,16.26,5.82,4.31,8.82,3.71,301.89,14.79,11.16,11.92,13.7,16.35,-6.33,18.02,97.48,西北风,3.0,11.39,2023-11-06
0.0,68.05,9.23,9.99,17.22,2.62,8.05,3.32,1.39,337.77,13.85,10.4,11.16,12.66,15.25,4.37,32.46,93.98,北风,1.0,10.66,2023-11-07
0.0,77.5,8.8,12.72,21.59,7.18,10.99,3.88,1.59,69.75,12.79,12.74,13.09,13.62,14.99,8.88,34.22,94.92,东风,2.0,9.85,2023-11-08
0.0,72.1,2.01,10.59,15.2,7.7,8.98,5.86,2.94,59.87,10.51,11.27,12.28,13.62,15.08,5.77,31.04,76.7,东北风,2.0,8.09,2023-11-09
0.0,34.0,0.0,5.72,9.01,5.01,3.09,5.53,2.96,91.01,4.26,7.12,8.84,11.45,14.35,-8.91,25.97,79.07,东风,2.0,3.28,2023-11-10
0.02,74.91,0.0,3.69,5.09,2.27,5.98,3.72,2.19,87.38,4.64,7.39,8.38,10.27,13.4,-0.35,66.26,99.67,东风,2.0,3.57,2023-11-11
0.0,80.83,7.43,5.15,12.9,-0.55,5.84,4.42,2.0,205.52,13.76,5.44,7.54,10.08,12.91,2.13,20.95,89.91,西南风,2.0,10.6,2023-11-12
0.0,68.29,2.12,5.6,10.67,3.25,6.08,3.5,0.75,71.97,8.99,8.1,8.99,10.32,12.61,0.22,35.24,94.61,东风,1.0,6.92,2023-11-13
0.0,65.05,8.68,7.17,16.27,1.02,6.11,4.95,2.42,281.77,12.76,7.93,8.67,10.04,12.32,1.05,27.99,88.58,西风,2.0,9.83,2023-11-14
0.0,66.08,2.93,8.59,15.13,2.38,6.72,5.11,2.47,57.35,9.15,9.45,9.72,10.47,12.22,2.61,30.65,78.32,东北风,2.0,7.05,2023-11-15
0.0,32.23,9.33,10.19,14.69,7.04,3.9,8.61,4.38,280.37,12.82,8.96,9.58,10.57,12.31,-5.68,15.09,54.94,西风,3.0,9.87,2023-11-16
